Tag(M3),Date,Time,Plot_No,Rec_No,CO2,Pressure,Flow,H2O,Tsen,O2,Error,Aux_V,PAR,Tsoil,Tair,Msoil
Zero
Zero
Start
M5,14/07/22,13:40:10,     1,   592,   416,  983.6, 304, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -1,     1, 0.0000, 0.0000
M5,14/07/22,13:40:12,     1,   593,   416,  983.4, 304, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -1,     2, 0.0000, 0.0000
M5,14/07/22,13:40:13,     1,   594,   416,  983.5, 305, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -2,     3, 0.0000, 0.0000
M5,14/07/22,13:40:14,     1,   595,   415,  983.5, 304, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -2,     4, 0.0000, 0.0000
M5,14/07/22,13:40:15,     1,   596,   415,  983.4, 304, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -2,     5, 0.0000, 0.0000
M5,14/07/22,13:40:16,     1,   597,   415,  983.5, 304, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -3,     6, 0.0000, 0.0000
M5,14/07/22,13:40:17,     1,   598,   414,  983.5, 305, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -3,     7, 0.0000, 0.0000
M5,14/07/22,13:40:18,     1,   599,   415,  983.4, 305, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -3,     8, 0.0000, 0.0000
M5,14/07/22,13:40:19,     1,   600,   415,  983.5, 305, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 20,    -2,     9, 0.0000, 0.0000
M5,14/07/22,13:40:20,     1,   601,   416,  983.5, 304, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 25,    -2,    10, 0.0000, 0.0000
M5,14/07/22,13:40:21,     1,   602,   415,  983.5, 305, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 25,    -2,    11, 0.0000, 0.0000
M5,14/07/22,13:40:22,     1,   603,   415,  983.5, 304, 0.0, 0.0,20.0,  0, 0.0000,     0,33.1,34.0, 4.5, 25,    -3,    12, 0.0000, 0.0000
M5,14/07/22,13:40:23,     1,   604,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -3,    13,-0.5151,-0.7865
M5,14/07/22,13:40:24,     1,   605,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -3,    14,-0.4211,-0.7930
M5,14/07/22,13:40:25,     1,   606,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -3,    15,-0.4263,-0.5843
M5,14/07/22,13:40:26,     1,   607,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    16,-0.4263,-0.5105
M5,14/07/22,13:40:27,     1,   608,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    17,-0.4084,-0.5203
M5,14/07/22,13:40:28,     1,   609,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    18,-0.4026,-0.4935
M5,14/07/22,13:40:29,     1,   610,   413,  983.5, 305, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    19,-0.3776,-0.5309
M5,14/07/22,13:40:30,     1,   611,   413,  983.4, 305, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    20,-0.3452,-0.5747
M5,14/07/22,13:40:31,     1,   612,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    21,-0.2979,-0.6459
M5,14/07/22,13:40:32,     1,   613,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    22,-0.2595,-0.6661
M5,14/07/22,13:40:33,     1,   614,   413,  983.4, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    23,-0.2266,-0.6632
M5,14/07/22,13:40:34,     1,   615,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    24,-0.1964,-0.6528
M5,14/07/22,13:40:35,     1,   616,   414,  983.9, 302, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -4,    25,-0.1690,-0.6367
M5,14/07/22,13:40:36,     1,   617,   414,  983.6, 302, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -3,    26,-0.1337,-0.6494
M5,14/07/22,13:40:37,     1,   618,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -3,    27,-0.1058,-0.6352
M5,14/07/22,13:40:38,     1,   619,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,33.9, 4.5, 25,    -3,    28,-0.0905,-0.5833
M5,14/07/22,13:40:39,     1,   620,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.0, 4.7, 25,    -4,    29,-0.0809,-0.5244
M5,14/07/22,13:40:40,     1,   621,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.0, 4.7, 25,    -4,    30,-0.0757,-0.4634
M5,14/07/22,13:40:41,     1,   622,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.0, 4.7, 25,    -4,    31,-0.0707,-0.4150
M5,14/07/22,13:40:42,     1,   623,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.0, 4.7, 25,    -4,    32,-0.0661,-0.3748
M5,14/07/22,13:40:43,     1,   624,   413,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.0, 4.7, 25,    -4,    33,-0.0621,-0.3403
M5,14/07/22,13:40:44,     1,   625,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.0, 4.7, 25,    -4,    34,-0.0564,-0.3183
M5,14/07/22,13:40:45,     1,   626,   414,  983.4, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.0, 4.9, 25,    -3,    35,-0.0493,-0.3050
M5,14/07/22,13:40:46,     1,   627,   414,  983.6, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.1, 4.9, 25,    -3,    36,-0.0441,-0.2877
M5,14/07/22,13:40:47,     1,   628,   414,  983.6, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.1, 4.9, 25,    -3,    37,-0.0382,-0.2756
M5,14/07/22,13:40:48,     1,   629,   414,  983.5, 305, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.1, 4.9, 25,    -3,    38,-0.0327,-0.2638
M5,14/07/22,13:40:49,     1,   630,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.1, 4.9, 25,    -3,    39,-0.0280,-0.2513
M5,14/07/22,13:40:50,     1,   631,   414,  983.5, 304, 0.0, 0.0,20.0, 21, 0.0000,     0,33.1,34.1, 4.9, 25,    -3,    40,-0.0252,-0.2340
